"Id","Login","Email","Profile Name","Auth Code","Emails xml","Emails Html","Emails Extra","First Name","Middle Name","Last Name","Phone Number","Data Source"," marketer_net_po","wants_data_printed","comments","Stating Balance","Current Balance","Rate","Text Body 1","Text Body 2","Text Body 3","Variable Data 4","Variable Data 5","Variable Data 6","Variable Data 7","Variable Data 8","Variable Data 9","Address","Address2","City","State","Zip"
257,"MM257 Dave's Adrian Dodge Chrysler Jeep ",,"MM257 Dave's Adrian Dodge Chrysler Jeep ",,,,"eric@adriandodge.com; jtumen@greatmailers.com; gail@greatmailers.com; rachelh@greatmailers.com; mo@adriandodge.com","Dave's Adrian Dodge Chrysler Jeep","www.preapprovalonline.com/davesadrian",,"866-599-8427","seekerinc",,"yes",,,,,,,,,,,,,,"1211 East US Highway 223",,"Adrian","MI",49221
256,"MM256 Altavista Motors",,"MM256 Altavista Motors",,,,"kcolls@altavistamotors.com; gail@greatmailers.com; jtumen@greatmailers.com; rachelh@greatmailers.com","Altavista Motors","www.preapprovalonline.com/altavista","Ask for Keith Colls at Ext. 211","866-579-0321","seekerinc",,"yes",,,,,,,,,,,,,,"1163 Wards Road (Rt. 29)",,"Altavista","Virginia",24517
255,"MM255 Bert Smith New & Pre-Owned Value Center",,"MM255 Bert Smith New & Pre-Owned Value Center",,,,"atanski@bertsmith.com; jhayes@bertsmith.com; gail@greatmailers.com; jtumen@greatmailers.com; Guspros@aol.com; rachelh@greatmailers.com","Bert Smith New & Pre-Owned Value Center","www.preapprovalonline.com/bertsmith","Ask for Al Tanski or John Hayes at Ext. 475","866-585-3263","seekerinc",,"yes",,,,,,,,,,,,,,"3333 38th Ave. N. & 34th Street (U.S.19)",,"St. Petersburg","FL",33713
254,"MM254 Lee Dodge",,"MM254 Lee Dodge",,,,"gail@greatmailers.com; tmgmedia@gmail.com; jtumen@greatmailers.com; rachelh@greatmailers.com","Lee Dodge","www.preapprovalonline.com/leedodge",,"877-649-6910","seekerinc",,"yes",,,,,,,,,,,,,,"5080 Jericho Turnpike",,"Commack","NY",11725
253,"MM253 Freehold Pontiac Buick GMC",,"MM253 Freehold Pontiac Buick GMC",,,,"bconboy@greatmailers.com; jtumen@greatmailers.com; gail@greatmailers.com; rachelh@greatmailers.com; billt@freeholdautos.com; b.conboy@yahoo.com","Freehold Pontiac Buick GMC","www.preapprovalonline.com/freehold","Ask for Bill Tompkins at Ext. 131","888-894-3445","seekerinc",,"yes",,,,,,,,,,,,,,"4404 Rt. 9 South",,"Freehold","NJ",7728
252,"BB252 Nation Auto",,"BB252 Nation Auto",,,,"kcautomaxx@hotmail.com; terryldixon@yahoo.com","Contact The Crediplex Authorized Dealer in Your Area","www.autoappnow.com authorization Code:000420NATL",,"888-525-5684","seekerinc",,"yes","888-525-5684 	NATION AUTO 	1-240-619-3500

10079085-179085-09",,,,,,,,,,,,,"4533 Saint Barnabas Rd",,"Temple Hills ","MD",20748
251,"BB251 Nelson Mazda Rivergate",,"BB251 Nelson Mazda Rivergate",,,,"mbartlett@nelsonmazda.com; ewatson@btobino.com","Nelson Mazda Rivergate","www.autoappnow.com Authorization Code: 00422NMRG","Ask for Stephonie","888-874-7520","seekerinc",,"yes",,,,,,,,,,,,,,"1536 Gallatin Pike N",,"Madison","TN",37115
250,"MM250 Outten Chevrolet Pontiac Buick",,"MM250 Outten Chevrolet Pontiac Buick",,,,"stacis@outtencars.com; jtumen@greatmailers.com; gail@greatmailers.com; rachelh@greatmailers.com","Outten Chevrolet Pontiac Buick","www.preapprovalonline.com/outten",,"888-892-4237","seekerinc",,"yes",,,,,,,,,,,,,,"1080 South 4th Street",,"Hamburg","PA",19526
249,"BB249 Peter Farrell Supercars",,"BB249 Peter Farrell Supercars",,,,"parris1001@yahoo.com; pfarrell@pfs.cc; ewatson@btobino.com","Peter Farrell Supercars","www.autoappnow.com Authorization Code 00406PFSC",,"888-809-0195","marketernet",,"yes","1-888-809-0195 	PETER FARRELL SUPERCARS 	1-703-368-7959 peterf01/peterf01

1-888-809-0195 	PETER FARRELL SUPERCARS 	1-571-277-4339  ",,,,,,,,,,,,,"8511 Manassas Drive",,"Manassas Park","VA",20111
248,"BB248 Homer SkeltonWolfchase ",,"BB248 Homer SkeltonWolfchase ",,,,"kennydrew@homerskeltonwolfchase.com; craigw@btobino.com","Homer Skelton Wolfchase","www.autoappnow.com Authorization Code: 000741HS",,"888-601-6262","seekerinc",248,"yes","1-888-601-6262 	HOMER SKELTON WOLFCHASE 	1-901-281-3542",,,,,,,,,,,,,"3020 N Germantown Rd",,"Bartlett","TN",38133
247,"MM247 Tacoma Nissan/Subaru",,"MM247 Tacoma Nissan/Subaru",,,,"jeffp@brucetitus.com; tonyg@bbackpromotions.com; gail@greatmailers.com; rachelh@greatmailers.com; jtumen@greatmailers.com; courtneyt@brucetitus.com","Tacoma Nissan/Subaru","www.preapprovalonline.com/tacoma",,"888-229-8424","seekerinc",,"yes",,,,,,,,,,,,,,"38th & S. Tacoma Way",,"Tacoma","WA",98409
246,"MM246 Marstaller Lincoln Mercury Jeep",,"MM246 Marstaller Lincoln Mercury Jeep",,,,"robwphil@hotmail.com; gail@greatmailers.com; jtumen@greatmailers.com; rachelh@greatmailers.com; tonyg@bbackpromotions.com","Marstaller Lincoln Mercury Jeep","www.preapprovalonline.com/marstaller",,"888-878-1785","seekerinc",,"yes",,,,,,,,,,,,,,"3000 Speight",,"Waco","TX",76711
245,"MM245 Woltz & Wind Ford",,"MM245 Woltz & Wind Ford",,,,"bdoman@woltzwindford.com; rachelh@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com","Woltz & Wind Ford","www.preapprovalonline.com/woltz","Ask for Bob Doman","888-875-5519","seekerinc",,"yes",,,,,,,,,,,,,,"2100 Washington Pike",,"Heidelberg","PA",15106
244,"MM244 DCH Brunswick Toyota Scion",,"MM244 DCH Brunswick Toyota Scion",,,,"jmessina@dchusa.com; rachelh@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com","DCH Brunswick Toyota Scion","www.preapprovalonline.com/dch",,"888-203-3225","seekerinc",,"yes",,,,,,,,,,,,,,"1504 US Rt. 1",,"North Brunswick","NJ",8902
243,"MM243 Hubert Vester Honda",,"MM243 Hubert Vester Honda",,,,"sruffin@tmo.blackberry.net; gail@greatmailers.com; jtumen@greatmailers.com; jim@bbackpromotions.com; rachelh@greatmailers.com; cornelljim1@gmail.com","Hubert Vester Honda","www.preapprovalonline.com/hubertvester",,"888-872-7305","seekerinc",,"yes",,,,,,,,,,,,,,"3701 Raleigh Road Parkway",,"Wilson","NC",27896
242,"bb242 Santay Motors",,"bb242 Santay Motors",,,,"dj@santayauto.com; mike@santayauto.com; mark@btobino.com; jinnyd2007@yahoo.com","Santay Automotive","autoappnow.com code:SMDT002345",,"888-509-4689","seekerinc",,"yes","475 fico phone numbers 20 mile radius and 1800 income.
888-509-4689 	SANTAY AUTO 	1-301-932-8999 ",,,,,,,,,,,,,"2910 Crain Highway",,"Waldorf","MD",20601
241,"MM241 Atlantic Toyota",,"MM241 Atlantic Toyota",,,,"jtumen@greatmailers.com; rachelh@greatmailers.com; tmgmedia@gmail.com; gail@greatmailers.com; asmith@atlanticautogroup.net","Atlantic Toyota","www.preapprovalonline.com/atlantictoyota",,"888-866-5578","seekerinc",,"yes",,,,,,,,,,,,,,"200 Sunrise Hwy",,"Amityville","NY",11701
240,"MM240 Toyota of Hollywood Pre-Owned",,"MM240 Toyota of Hollywood Pre-Owned",,,,"obrown@czag.net; rachelh@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com; tamarafry@hotmail.com; sjones@czag.net","Toyota of Hollywood Pre-Owned Department","www.preapprovalonline.com/hollywoodpreowned","$1,000 Internet Shopping Spree to the first 25 people who come in.","888-859-7957","seekerinc",,"yes",,,,,,,,,,,,,,"2200-2300 North State Road 7",,"Hollywood","FL",33021
239,"MM239 Toyota of Hollywood",,"MM239 Toyota of Hollywood",,,,"mruiz@czag.net; rachelh@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com; tamarafry@hotmail.com","Toyota of Hollywood","www.preapprovalonline.com/hollywood","$1,000 Internet Shopping Spree to the first 25 people who come in.","888-851-8205","seekerinc",,"yes",,,,,,,,,,,,,,"1841 North State Road 7",,"Hollywood","FL",33021
238,"Suzuki of Nashville",,"Suzuki of Nashville",,,,"suzukiofnashville@comcast.net; meredith_whitaker@hotmail.com; babygurlcashville1@yahoo.com; samaras.mommy@hotmail.com","Suzuki of Nashville","www.autoappnow.com Code:000685HNTL",,"888-364-0214","marketernet",,"yes","888-364-0214",,,,,,,,,,,,,"1635 Bell Rd",,"Nashville","TN",37211
237,"MM237 Peruzzi Toyota",,"MM237 Peruzzi Toyota",,,,"gail@greatmailers.com; cgramlich@peruzzi.com; epainter@peruzzi.com; bfino@peruzzi.com; jtumen@greatmailers.com; rachelh@greatmailers.com; ","Peruzzi Toyota","www.preapprovalonline.com/peruzzi",,"888-828-7942","seekerinc",,"yes",,,,,,,,,,,,,,"2601 Bethlehem Pike",,"Hatfield","PA",19440
236,"MM236 Schwartz Mazda Chrysler",,"MM236 Schwartz Mazda Chrysler",,,,"gail@greatmailers.com; rachelh@hotmail.com; raphael@schwartzchryslermazda.com; jims@buy-auto.com; jtumen@greatmailers.com","Schwartz Mazda Chrysler","www.preapprovalonline.com/schwartz","$1,000 Internet Shopping Spree for the first 25 customers that come in.","888-805-2440","seekerinc",,"yes",,,,,,,,,,,,,,"585 Shrewsbury Avenue",,"Shrewsbury","NJ",7702
235,"MM235 Auto Express Credit",,"MM235 Auto Express Credit",,,,"gail@greatmailers.com; rachelh@greatmailers.com; jtumen@greatmailers.com; tamarafry@hotmail.com; rodrigo@autoecredit.com","Auto Express Credit","www.preapprovalonline.com/autoexpress","$1000 Internet Shopping Spree For The First 25 People That Come In.","888-782-0051","seekerinc",,"yes",,,,,,,,,,,,,,"2403 North State Road 7",,"Margate","FL",33063
234,"MM234 Esserman International",,"MM234 Esserman International",,,,"gail@greatmailers.com; jtumen@greatmailers.com; rachelh@greatmailers.com; csaavedra@esserman.com","Esserman International","www.preapprovalonline.com/esserman","$1,000 Internet Shopping Spree for the first 25 customers that come in.","888-724-4216","seekerinc",,"yes",,,,,,,,,,,,,,"10455 NW 12th St.",,"Miami","FL",33172
233,"MM233 Planet Auto Sales",,"MM233 Planet Auto Sales",,,,"gail@greatmailers.com; planetmotors225@gmail.com; rachelh@greatmailers.com; jtumen@greatmailers.com; tamarafry@hotmail.com","Planet Auto Sales","www.preapprovalonline.com/planet","$1,000 Internet Shopping Spree to the first 25 people who come in.","888-273-1571","seekerinc",,"yes",,,,,,,,,,,,,,"225 North Military Trail",,"West Palm Beach","FL",33415
232,"MM232 Allstar Motors",,"MM232 Allstar Motors",,,,"gail@greatmailers.com; jtumen@greatmailers.com; bmccoygm5@bellsouth.net; rachelh@greatmailers.com; tamarafry@hotmail.com","Allstar Motors","www.preapprovalonline.com/allstar","$1,000 Internet Shopping Spree for the first 25 customers that come in.","888-292-7985","seekerinc",,"yes",,,,,,,,,,,,,,"801 South State Road 7",,"Plantation","FL",33317
231,"MM231 Unika Motors",,"MM231 Unika Motors",,,,"gail@greatmailers.com; rachelh@greatmailers.com; andrearmani82@gmail.com; jtumen@greatmailers.com; tamarafry@hotmail.com","Unika Motors","www.preapprovalonline.com/unika","$1,000 Internet Shopping Spree to the first 25 people who come in.","888-283-6814","seekerinc",,"yes",,,,,,,,,,,,,,"3101 NW 36th Street",,"Miami","FL",33142
230,"MM230 L.P.T.N.",,"MM230 L.P.T.N.",,,,"gail@greatmailers.com; jtumen@greatmailers.com; rachelh@greatmailers.com; bmccoygm5@bellsouth.net; tamarafry@hotmail.com","L.P.T.N.","www.preapprovalonline.com/lptn","Ask for Jim Hines","888-342-0622","seekerinc",,"yes",,,,,,,,,,,,,,"501 South State Road 7",,"Plantation","FL",33317
229,"MM229 Carfagno Chevrolet",,"MM229 Carfagno Chevrolet",,,,"gail@greatmailers.com; bobbylonardo@tampabay.rr.com; jtumen@greatmailers.com; rachelh@greatmailers.com; tvancarloan@hotmail.com","Carfagno Chevrolet","www.preapprovalonline.com/carfagno","Ask for Tom VanKempen","888-267-0247","seekerinc",,"yes",,,,,,,,,,,,,,"1230 E. Ridge Pike",,"Plymouth Meeting","PA",19462
228,"MM228 courtesy dodge",,"MM228 courtesy dodge",,,,"mark@btobino.com; jpeterson@courtesy.com;jpeterson@courtesy.com; jaimecpeterson@hotmail.com; btobino200@gmail.com","Courtesy Chrysler Jeep Dodge ","www.autoappnow.com Authorization Code: 000544CD","Ask For Jaime Peterson ","616-241-9525","marketernet",228,"no",,,,,,,,,,,,,,"440 28th St SE",,"Grand Rapids","MI",49548
227,"MM227 Car Plaza of Davie",,"MM227 Car Plaza of Davie",,,,"gail@greatmailers.com; rachelh@greatmailers.com; jtumen@greatmailers.com; dalet@carplaza.com; tamarafry@hotmail.com","Car Plaza of Davie","www.preapprovalonline.com/carplaza","$1,000 Internet Shopping Spree To The First 50 People To Bring This Letter In.","888-215-3787","seekerinc",,"yes",,,,,,,,,,,,,,"2838 North State Road 7",,"Hollywood","FL",33021
226,"MM226 The Car Shack",,"MM226 The Car Shack",,,,"gail@greatmailers.com; rachelh@greatmailers.com; jtumen@greatmailers.com; thecarshack@bellsouth.net; tamarafry@hotmail.com","The Car Shack","www.preapprovalonline.com/carshack","$1000 Internet Shopping Spree For The First 25 People That Come In.","888-263-8587","seekerinc",,"yes",,,,,,,,,,,,,,"930 E. 49th Street",,"Hialeah","FL",33013
225,"MM225 Brown Daub Chevrolet Volvo",,"MM225 Brown Daub Chevrolet Volvo",,,,"gail@greatmailers.com; jtumen@greatmailers.com; bpallo@browndaub.com; ssteltzman@browndaub.com; deery6@aol.com; rachelh@greatmailers.com","Brown Daub Chevrolet Volvo","www.preapprovalonline.com/browndaub","Ask for Bill Pallo or Scott Steltzman","888-217-5941","seekerinc",,"yes",,,,,,,,,,,,,,"819 Nazareth Pike",,"Nazareth","PA",18064
224,"MM224 Chevy 21",,"MM224 Chevy 21",,,,"gail@greatmailers.com; jtumenl@aol.com; jtumen@greatmailers.com; mtarn@chevy21.com; rachelh@greatmailers.com; bobbylonardo@tampabay.rr.com","CHEVY 21","www.preapprovalonline.com/chevy21","WHEN YOU CALL ASK FOR MIKE TARN","888-217-3930","seekerinc",,"yes",,,,,,,,,,,,,,"1100-1124 Hellertown Rd",,"Bethlehem","PA",18015
223,"MM223 Pompano Suzuki",,"MM223 Pompano Suzuki",,,,"gail@greatmailers.com; rachelh@greatmailers.com;  jtumen@greatmailers.com; tamarafry@hotmail.com; gonzalezmaikel@yahoo.com","Pompano Suzuki","www.preapprovalonline.com/pompsuzuki","$1,000 Internet Shopping Spree To The First 25 People To Bring This Letter In.","888-203-9604","seekerinc",,"yes",,,,,,,,,,,,,,"1150 South Federal Highway",,"Pompano Beach","FL",33062
222,"MM222 Cross Lander",,"MM222 Cross Lander",,,,"gail@greatmailers.com; jtumenl@aol.com; jtumen@greatmailers.com; jan@greatmailers.com; cardoza27@yahoo.com","Cross Lander","www.preapprovalonline.com/crosslander","$1,000 Internet Shopping Spree To The First 50 People To Bring This Letter In.","877-486-4455","seekerinc",,"yes",,,,,,,,,,,,,,"2375 NW 36th St.",,"Miami","FL",33142
219,"ASE219 casey frontier chevrolet",,"ASE219 casey frontier chevrolet",,,,"ase.bbailey@yahoo.com; ewatson@btobino.com",,,,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
218,"ASE218 GILLAND AUTOPLEX",,"ASE218 GILLAND AUTOPLEX",,,,"ase.bbailey@yahoo.com; ewatson@btobino.com",,,,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
217,"ASE217 AMERICARS",,"ASE217 AMERICARS",,,,"ase.bbailey@yahoo.com; ewatson@btobino.com",,,,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
216,"ASE216 CARS AND CREDIT",,"ASE216 CARS AND CREDIT",,,,"ase.bbailey@yahoo.com; ewatson@btobino.com",,,,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
215,"MM215 Rimrock Subaru & Certified Used",,"MM215 Rimrock Subaru & Certified Used",,,,"gail@greatmailers.com;edwardchin310@msn.com;bobbylonardo@tampabay.rr.com; rachelh@greatmailers.com; jtumen@greatmailers.com; jtumenl@aol.com","Rimrock Subaru & Certified Used","www.preapprovalonline.com/rimrock",,"888-764-0396","seekerinc",,"yes",,,,,,,,,,,,,,"324 South 24th Street",,"West Billings","MT",59102
214,"BB214 Oxmoor Toyota",,"BB214 Oxmoor Toyota",,,,"ewatson@btobino.com","Oxmoor Toyota","www.autoappnow.com Code: 003108LTTG","Ask For Justin Richey","888-751-5971","marketernet",,"yes","tharper@oxmoortoyota.com
.888-751-5971",,,,,,,,,,,,,"8003 SHELBYVILLE RD ",,"Louisville","KY",40222
213,"BB213 Van Hyundai",,"BB213 Van Hyundai",,,,"rbillups@vtaig.com; vanhyundai@btobino.com; mark@btobino.com","Van Hyundai","www.autoappnow.com","001108VHTL","888-701-8236","seekerinc",,"yes","888-701-8236",,,,,,,,,,,,,"1301 S I35 E",,"Carroliton","TX",75006
212,"MM212 Atlantic Hyundai",,"MM212 Atlantic Hyundai",,,,"jan@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com; atlantichyundai@leads.gs.reyrey.com; tmgmedia@gmail.com; atlantich@btobino.com","Atlantic Hyundai","www.preapprovalonline.com/ahyundai","WHEN YOU CALL ASK FOR PERCY","888-896-9729","seekerinc",212,"yes","888-896-9729",,,,,,,,,,,,,"193 Sunrise Highway",,"West Islip","NY",11795
211,"bb211Nelson Mazda ",,"bb211Nelson Mazda ",,,,"ewatson@btobino.com; rcraycroft@nelsonmazda.com","Nelson Mazda of Hickory Hollow","www.AUTOAPPNOW.COM CODE: 000118NMTL","Ask for Rich Craycroft","888-613-5987","seekerinc",211,"yes","888-601-6262
Nelson Mazda
5300 Mt. View Rd. 
Antioch, TN 37013 
rcraycroft@nelsonmazda.com",,,,,,,,,,,,,"5300 Mt. View Rd.",,"Antioch","TN",37013
210,"MM210 World On Wheels",,"MM210 World On Wheels",,,," jan@greatmailers.com; gail@greatmailers.com; jtumen@greatmailers.com; jcallavaapp@aol.com; wheels@btobino.com
 ","World On Wheels","www.preapprovalonline.com/worldonwheels","$1,000 Internet Shopping Spree To The First 50 People To Bring This Letter In.","888-894-0425","seekerinc",,"yes","zip code  33172, radius 7 miles, credit scores 580-649, no filters",,,,,,,,,,,,,"2315 NW 97th Avenue",,"Miami","FL",33172
209,"MM209 Legacy Infinit",,"MM209 Legacy Infinit",,,," jan@greatmailers.com; jtumen@greatmailers.com; peter@conceptxadv.com; Slanzilotta@legacymotorholdings.com; legacy@btobino.com","Legacy Infinit","www.preapprovalonline.com/legacy",,"888-401-4766","seekerinc",,"yes",,,,,,,,,,,,,,"855 Sunrise Hwy",,"Lynbrook","NY",11563
208,"MM208 1527 Atlantic Kia",,"MM208 1527 Atlantic Kia",,,,"jtumen@greatmailers.com; jan@greatmailers.com; peter@conceptxadv.com; jpap72@gmail.com; atlantickia@gmail.com; gail@greatmailers.com","Atlantic Kia ","www.preapprovalonline.com/atlantickia",,"888-871-9074","seekerinc",,"yes","Job 1527 Atlantic Kia, Total Ordered 500/Max Amt per day 25.  Start Oct 7.",,,,,,,,,,,,,"305 East Sunrise Highway",,"Lindenhurst","NY",11757
207,"BB207 Nissan of rivergate T/U",,"BB207 Nissan of rivergate T/U",,,,"dave.flinn@nissonafrivergate.com; cwright@nor.dealercrmcom; cwright3540@yahoo.com; mark@btobino.com; hays@btobino.com","Nissan of Rivergate","000522TUTL","Ask for the local Crediplex representative Sam Green","888-525-5684","marketernet",,"yes",,,,,,,,,,,,,,"1550 N. Gallatin Pike ",,"Madison","TN",37115
206,"MM206 Cramer Toyota of Venice",,"MM206 Cramer Toyota of Venice",,,,"guspros@aol.com; gmcramertoyota@setdlr.com; rachelh@greatmailers.com; cramer@quickdatarobot.com; rgbond@ix.netcom.com; carlshakarian@hotmail.com; gail@greatmailers.com","Cramer Toyota of Venice","www.preapprovalonline.com/cramer","Ask to speak with Lance O'Fallon or Jodey Bruner","888-871-9063","seekerinc",,"yes",,,,,,,,,,,,,,"900 U.S. 41 By-Pass South",,"Venice","FL",34285
205,"mm205 Connection Motors",,"mm205 Connection Motors",,,,"rachelh@greatmailers.com; mark@btobino.com; tmelero13@bellsouth.net; jtumen@greatmailers.com; zamora33129@hotmail.com; gail@greatmailers.com","Connection Motors","www.preapprovalonline.com/connection","$1,000 Internet Shopping Spree To The First 50 People To Bring This Letter In.","888-837-5706","seekerinc",,"yes",,,,,,,,,,,,,,"2900 NW 27th Avenue",,"Miami","FL",33142
204,"MM6451 Bob Bells Ford",,"MM6451 Bob Bells Ford",,,,"jan@greatmailers.com; jtumen@greatmailers.com; speck@bobbell.com; mark@btobino.com; bobbyl@paragonevent.com; bobbell@btobino.com; gail@greatmailers.com","Bob Bell Ford","www.preapprovalonline.com/bobbell",,"888-273-2493","seekerinc",,"yes",,,,,,,,,,,,,,"7125 Ritchie Hwy",,"Glen Burnie","MD",21060
203,"BB200 Texas Toyota of Grapevine",,"BB200 Texas Toyota of Grapevine",,,,"sharaburda@vtaig.com; mark@btobino.com; fydavis2@yahoo.com; jguhn@vtaig.com","Texas Toyota of Grapevine","043245DTTT",,"817-259-1468","seekerinc",,"no","043245DTTT
817-259-1468",,,,,,,,,,,,,"801 State Hwy. 114 East",,"Grapevine","TX",76051
202,"ASE200 Family Auto",,"ASE200 Family Auto",,,,"jbultema23@msn.com; ewatson@btobino.com; c.reynolds@familyac.com; afsales@familyac.com","family auto ","043215WFDT",,,"marketernet",,"no","043215WFDT
wade ford list
dmangrum@wade.com; mark@btobino.com; jbultema23@msn.com; ERIER38@HOTMAIL.COM",,,,,,,,,,,,,"3860 S. Cobb Dr. S.E.",,"Smyrna","Ga",30081
201,"MM195 #2 Lehmers Concord Buick","finance@lehmers.com","MM195 #2 Lehmers Concord Buick",,,,"bobbyl@paragonevent.com; jtumen@greatmailers.com; mark@btobino.com; lehmers@btobino.com; ssong@buygmdirect.com ","Lehmers Concord Buick ","WWW.PREAPPROVALONLINE.COM//LEHMERS","When You Call Ask For Cindy Kanellis","888-215-3787","seekerinc",,"yes","09 08 08 418 left no more than 20 a day.",,,,,,,,,,,,,"1905 Market Street",,"Concord","CA",94520
200,"MM194 #1 NEXCAR","jan@greatmailers.com","MM194 #1 NEXCAR",,,,"erkingwood@yahoo.com; scanyman@aol.com; carlsharkarian@hotmail.com; jtumen@greatmailers.com; jan@greatmailers.com; mark@btobino.com: nexcar@btobino.com","NEXCAR","WWW.PREAPPROVALONLINE.COM/NEXCAR","RECEIVE A FREE $25 PRE-PAID GAS CARD FOR TAKING A TEXT DRIVE","888-795-7521","seekerinc",,"yes","561 left as of 9 8 09 max 30 a day
scanyman@aol.com; carlsharkarian@hotmail.com",,,,,,,,,,,,,"8655 Hwy 6 South ",,"Houston","TX",77083
199,"BB199 Battlefield Automotive",,"BB199 Battlefield Automotive",,,," bbailey@automotivesaleselite.com; ase.bbailey@yahoo.com; ase2@btobino.com","Battlefield Automotive","01234DTBA",,,"seekerinc",,"no",,,,,,,,,,,,,,,,,,
